 Source Port, Destination Port,Flow Bytes/s, Flow Duration, SYN Flag Count,Total Length of Fwd Packets, Protocol, Label
47545,35148,802000000,1,0,802,17,UDP
57310,55141,750000000,1,0,750,17,UDP
45832,30703,802000000,1,0,802,17,UDP
44178,60291,13357.5387,104660,0,1398,17,UDP
37634,16876,383000000,2,0,766,17,UDP
40879,7965,750000000,1,0,750,17,UDP
36790,16822,13652.84925,105326,0,1438,17,UDP
55359,44075,802000000,1,0,802,17,UDP
54770,39352,802000000,1,0,802,17,UDP
38037,60394,766000000,1,0,766,17,UDP
49891,24521,13212.05439,108840,0,1438,17,UDP
39169,64224,778000000,1,0,778,17,UDP
55565,15198,802000000,1,0,802,17,UDP
39736,44451,9646.658782,216448,0,2088,17,UDP
54012,48277,16708333.33,48,0,802,17,UDP
59037,23115,9804.013635,212974,0,2088,17,UDP
54816,54266,12945.64312,107990,0,1398,17,UDP
36459,40128,17441860.47,43,0,750,17,UDP
37090,3296,9708.557294,215068,0,2088,17,UDP
43654,13806,16367346.94,49,0,802,17,UDP
58325,36306,13224.23497,105715,0,1398,17,UDP
34365,4681,802000000,1,0,802,17,UDP
45807,57985,13541.3822,106193,0,1438,17,UDP
44543,62467,9882.947655,211273,0,2088,17,UDP
58196,44321,13657.38762,105291,0,1438,17,UDP
46364,33084,13606.85831,105682,0,1438,17,UDP
45467,33872,960000000,1,0,960,17,UDP
41952,7821,802000000,1,0,802,17,UDP
41837,57568,13166.68956,109215,0,1438,17,UDP
36753,44783,766000000,1,0,766,17,UDP
48595,65088,13158.85798,109280,0,1438,17,UDP
59694,18772,15625000,48,0,750,17,UDP
37359,26197,750000000,1,0,750,17,UDP
60181,22261,9836.111909,212279,0,2088,17,UDP
33793,59060,13707.1176,104909,0,1438,17,UDP
57732,32518,13476.91212,106701,0,1438,17,UDP
37282,9190,19095238.1,42,0,802,17,UDP
38610,48496,12835.10834,108920,0,1398,17,UDP
39731,21234,13378.11311,107489,0,1438,17,UDP
40682,33869,375000000,2,0,750,17,UDP
45629,53739,766000000,1,0,766,17,UDP
60168,41859,13221.28646,108764,0,1438,17,UDP
39676,22266,7330.597603,987914,0,7242,17,UDP
56008,22919,802000000,1,0,802,17,UDP
51278,21596,12972.07015,107770,0,1398,17,UDP
48424,38739,13622.58431,105560,0,1438,17,UDP
57883,22502,750000000,1,0,750,17,UDP
52315,48951,13429.26581,104101,0,1398,17,UDP
47953,53769,766000000,1,0,766,17,UDP
59744,5860,766000000,1,0,766,17,UDP
34817,19390,13642.22829,105408,0,1438,17,UDP
56371,20503,766000000,1,0,766,17,UDP
55213,38339,766000000,1,0,766,17,UDP
51586,14598,802000000,1,0,802,17,UDP
55559,31635,9828.981373,212433,0,2088,17,UDP
58927,55749,12981.94785,107688,0,1398,17,UDP
57617,19404,15306122.45,49,0,750,17,UDP
46198,20294,13603.25419,105710,0,1438,17,UDP
56928,38809,766000000,1,0,766,17,UDP
51819,21923,485000000,2,0,970,17,UDP
49433,20278,13196.89809,108965,0,1438,17,UDP
33723,45424,9850.497007,211969,0,2088,17,UDP
56918,19492,12816.51662,109078,0,1398,17,UDP
40281,55333,15958333.33,48,0,766,17,UDP
52933,43588,9742.713962,214314,0,2088,17,UDP
53620,26049,375000000,2,0,750,17,UDP
54597,31713,9626.467252,216902,0,2088,17,UDP
38541,19558,750000000,1,0,750,17,UDP
46577,8311,766000000,1,0,766,17,UDP
48596,2658,802000000,1,0,802,17,UDP
37435,53666,12878.38311,108554,0,1398,17,UDP
39492,57316,766000000,1,0,766,17,UDP
47335,59512,1014000000,1,0,1014,17,UDP
47055,15301,12966.41531,107817,0,1398,17,UDP
60577,26064,750000000,1,0,750,17,UDP
58493,6748,766000000,1,0,766,17,UDP
60709,5506,13249.42644,108533,0,1438,17,UDP
39032,14295,7321.31177,989167,0,7242,17,UDP
39134,3179,15306122.45,49,0,750,17,UDP
40962,33169,13357.15582,104663,0,1398,17,UDP
44332,15890,9698.230816,215297,0,2088,17,UDP
61850,30694,884000000,1,0,884,17,UDP
59409,33518,13245.53508,105545,0,1398,17,UDP
49008,55702,750000000,1,0,750,17,UDP
51826,6711,802000000,1,0,802,17,UDP
35511,33830,9603.09065,217430,0,2088,17,UDP
44881,37281,750000000,1,0,750,17,UDP
46422,64919,750000000,1,0,750,17,UDP
40613,60476,12839.94159,108879,0,1398,17,UDP
53552,53821,750000000,1,0,750,17,UDP
57428,16951,802000000,1,0,802,17,UDP
59082,38209,9696.33926,215339,0,2088,17,UDP
33294,14593,750000000,1,0,750,17,UDP
51881,53595,13248.92435,105518,0,1398,17,UDP
36062,53806,9796.791645,213131,0,2088,17,UDP
39396,36508,12795.9873,109253,0,1398,17,UDP
45496,3091,16040000,50,0,802,17,UDP
51477,12125,13174.28906,109152,0,1438,17,UDP
43239,51986,13099.45466,106722,0,1398,17,UDP
43541,24455,13328.14296,107892,0,1438,17,UDP
50838,3936,766000000,1,0,766,17,UDP
55936,50606,12760.13143,109560,0,1398,17,UDP
53847,58198,383000000,2,0,766,17,UDP
34664,16424,9675.849765,215795,0,2088,17,UDP
48858,64381,766000000,1,0,766,17,UDP
55775,48233,375000000,2,0,750,17,UDP
59162,53590,750000000,1,0,750,17,UDP
46970,63995,750000000,1,0,750,17,UDP
38942,42468,287376.8508,17357,0,4988,17,UDP
50920,23595,13101.7872,106703,0,1398,17,UDP
36986,20402,766000000,1,0,766,17,UDP
35863,21043,13468.58112,106767,0,1438,17,UDP
51272,64732,383000000,2,0,766,17,UDP
47865,57916,13059.56207,107048,0,1398,17,UDP
54952,57416,8846666.667,300,0,2654,17,UDP
48202,65373,9697.825421,215306,0,2088,17,UDP
33272,18865,13401.05307,107305,0,1438,17,UDP
43641,44954,13339.76512,107798,0,1438,17,UDP
44101,50191,13339.88887,107797,0,1438,17,UDP
35271,31493,12835.18415,109231,0,1402,17,UDP
51733,1267,13246.98534,108553,0,1438,17,UDP
49840,37569,12812.28807,109114,0,1398,17,UDP
52053,53684,13187.70004,109041,0,1438,17,UDP
37120,25052,766000000,1,0,766,17,UDP
41221,15759,13214.60407,108819,0,1438,17,UDP
54895,16677,730000000,1,0,730,17,UDP
60203,59608,750000000,1,0,750,17,UDP
47032,25552,766000000,1,0,766,17,UDP
39151,9764,12853.75407,108762,0,1398,17,UDP
35404,45333,13280.1389,108282,0,1438,17,UDP
43074,58550,9823.293626,212556,0,2088,17,UDP
53913,56100,9839.495584,212206,0,2088,17,UDP
45921,21746,9609.2337,217291,0,2088,17,UDP
56234,34481,802000000,1,0,802,17,UDP
60477,33456,9760.703818,213919,0,2088,17,UDP
47056,40595,469676.9318,10586,0,4972,17,UDP
37421,62420,738000000,1,0,738,17,UDP
59291,50506,15958333.33,48,0,766,17,UDP
37481,12632,802000000,1,0,802,17,UDP
53366,25372,15320000,50,0,766,17,UDP
35802,30997,766000000,1,0,766,17,UDP
51150,20388,766000000,1,0,766,17,UDP
47288,19572,9543.6595,218784,0,2088,17,UDP
32990,8786,802000000,1,0,802,17,UDP
47452,28775,766000000,1,0,766,17,UDP
35446,42265,766000000,1,0,766,17,UDP
40193,59330,766000000,1,0,766,17,UDP
45752,29678,12972.67202,107765,0,1398,17,UDP
60294,56758,766000000,1,0,766,17,UDP
55908,11491,9796.010284,213148,0,2088,17,UDP
42297,50194,13559.64168,106050,0,1438,17,UDP
35788,25512,766000000,1,0,766,17,UDP
57621,19561,9753.454348,214078,0,2088,17,UDP
58221,57400,972000000,1,0,972,17,UDP
49527,3678,9502.744327,219726,0,2088,17,UDP
45950,58167,9783.067048,213430,0,2088,17,UDP
55184,63811,17441860.47,43,0,750,17,UDP
33202,62889,13290.57183,108197,0,1438,17,UDP
53731,53650,772000000,1,0,772,17,UDP
50768,29966,9613.215409,217201,0,2088,17,UDP
47641,17884,13285.43734,105228,0,1398,17,UDP
60271,47505,13340.20382,104796,0,1398,17,UDP
42968,37905,750000000,1,0,750,17,UDP
45624,45194,13489.30143,106603,0,1438,17,UDP
58610,17180,16708333.33,48,0,802,17,UDP
39394,28209,12941.44874,108025,0,1398,17,UDP
41327,45631,383000000,2,0,766,17,UDP
58640,6660,766000000,1,0,766,17,UDP
34300,56186,12827.68872,108983,0,1398,17,UDP
39586,32620,766000000,1,0,766,17,UDP
41122,61656,9679.931758,215704,0,2088,17,UDP
54733,53117,9803.599348,212983,0,2088,17,UDP
52147,39416,13325.4258,107914,0,1438,17,UDP
46091,26027,13331.23198,107867,0,1438,17,UDP
56289,55865,12825.33508,109003,0,1398,17,UDP
49992,42623,16666666.67,45,0,750,17,UDP
49538,34567,766000000,1,0,766,17,UDP
38957,61116,9583.828666,217867,0,2088,17,UDP
48629,19184,383000000,2,0,766,17,UDP
50359,51097,12890.37648,108453,0,1398,17,UDP
39873,15847,802000000,1,0,802,17,UDP
33728,36536,13227.4882,105689,0,1398,17,UDP
56125,53757,9791.095168,213255,0,2088,17,UDP
50665,3035,12270.47713,113932,0,1398,17,UDP
38726,24406,13726.08911,104764,0,1438,17,UDP
43052,14571,802000000,1,0,802,17,UDP
37952,1102,7363.572583,983490,0,7242,17,UDP
36959,50369,766000000,1,0,766,17,UDP
36511,21483,9658.215728,216189,0,2088,17,UDP
48336,62807,13258.72534,105440,0,1398,17,UDP
43705,13613,9544.226611,218771,0,2088,17,UDP
53810,11395,766000000,1,0,766,17,UDP
59325,14804,802000000,1,0,802,17,UDP
51173,47779,12969.42259,107792,0,1398,17,UDP
36993,43435,9544.706528,218760,0,2088,17,UDP
36433,5889,766000000,1,0,766,17,UDP
34102,29494,401000000,2,0,802,17,UDP
38308,41703,802000000,1,0,802,17,UDP
41422,60186,750000000,1,0,750,17,UDP
35077,62445,9633.795799,216737,0,2088,17,UDP
58534,9450,13583.08066,105867,0,1438,17,UDP
37084,43039,9830.739895,212395,0,2088,17,UDP
36200,58996,16304347.83,46,0,750,17,UDP
33962,60259,61692307.69,13,0,802,17,UDP
39403,61995,16979591.84,49,0,832,17,UDP
45909,6592,16708333.33,48,0,802,17,UDP
37528,12096,12903.464,108343,0,1398,17,UDP
49579,25924,802000000,1,0,802,17,UDP
41386,29348,9613.436712,217196,0,2088,17,UDP
40597,42687,9747.444097,214210,0,2088,17,UDP
35997,4271,13109.77325,106638,0,1398,17,UDP
53132,41930,12865.34639,108664,0,1398,17,UDP
57134,59995,832000000,1,0,832,17,UDP
43425,48795,13377.49084,107494,0,1438,17,UDP
59531,2001,7329.010007,988128,0,7242,17,UDP
51501,35228,750000000,1,0,750,17,UDP
53515,21930,13319.50131,107962,0,1438,17,UDP
60383,12895,750000000,1,0,750,17,UDP
48993,30721,13452.20165,106897,0,1438,17,UDP
49697,58273,802000000,1,0,802,17,UDP
34863,54260,383000000,2,0,766,17,UDP
47720,5471,13070.94487,110015,0,1438,17,UDP
35941,21542,802000000,1,0,802,17,UDP
57417,21038,802000000,1,0,802,17,UDP
58955,38900,13355.25155,107673,0,1438,17,UDP
33188,43697,9605.476226,217376,0,2088,17,UDP
36299,53187,383000000,2,0,766,17,UDP
47786,41038,802000000,1,0,802,17,UDP
51058,28406,766000000,1,0,766,17,UDP
55092,51756,4674868.19,569,0,2660,17,UDP
50053,1477,15360000,50,0,768,17,UDP
51845,17189,9597.08778,217566,0,2088,17,UDP
47119,26292,13264.82607,108407,0,1438,17,UDP
53478,13559,9647.193628,216436,0,2088,17,UDP
39140,1208,13648.70252,105358,0,1438,17,UDP
53620,5951,15958333.33,48,0,766,17,UDP
55010,10568,750000000,1,0,750,17,UDP
56855,43589,750000000,1,0,750,17,UDP
44138,33903,12780.54578,109385,0,1398,17,UDP
50487,10082,13069.08479,106970,0,1398,17,UDP
54957,57135,7354.531689,984699,0,7242,17,UDP
39912,50273,750000000,1,0,750,17,UDP
33870,62893,9765.497114,213814,0,2088,17,UDP
50719,37971,383000000,2,0,766,17,UDP
46752,4467,802000000,1,0,802,17,UDP
45630,10344,750000000,1,0,750,17,UDP
49987,37198,47324.68585,197360,0,9340,17,UDP
35485,33759,13187.09535,109046,0,1438,17,UDP
44141,30379,750000000,1,0,750,17,UDP
53412,52444,15000000,50,0,750,17,UDP
40912,27795,12678.54714,110265,0,1398,17,UDP
38766,21322,16304347.83,46,0,750,17,UDP
53157,52805,766000000,1,0,766,17,UDP
21274,26453,780000000,1,0,780,17,UDP
44282,15651,13209.62704,108860,0,1438,17,UDP
42601,14267,7351.134949,985154,0,7242,17,UDP
43959,31350,9500.279821,219783,0,2088,17,UDP
59672,50367,766000000,1,0,766,17,UDP
34936,64311,13174.88291,106111,0,1398,17,UDP
50798,31473,750000000,1,0,750,17,UDP
54342,1389,13448.17589,106929,0,1438,17,UDP
48194,8583,9605.741363,217370,0,2088,17,UDP
42353,37325,9757.419705,213991,0,2088,17,UDP
41771,56005,16979591.84,49,0,832,17,UDP
48462,64393,750000000,1,0,750,17,UDP
48248,59947,12943.72535,108006,0,1398,17,UDP
45176,8404,13586.93085,105837,0,1438,17,UDP
34172,17459,13578.71975,105901,0,1438,17,UDP
46746,29630,13730.54521,104730,0,1438,17,UDP
57204,58878,13181.2932,109094,0,1438,17,UDP
57871,37241,9589.06626,217748,0,2088,17,UDP
36429,14044,9782.287875,213447,0,2088,17,UDP
38503,62966,802000000,1,0,802,17,UDP
48580,26106,766000000,1,0,766,17,UDP
55395,45475,26733333.33,30,0,802,17,UDP
58320,24469,732000000,1,0,732,17,UDP
34046,58225,9631.085158,216798,0,2088,17,UDP
49585,56132,750000000,1,0,750,17,UDP
54763,51054,750000000,1,0,750,17,UDP
47253,6482,9677.374502,215761,0,2088,17,UDP
43521,59152,13343.35477,107769,0,1438,17,UDP
51145,35075,9854.68121,211879,0,2088,17,UDP
53839,7502,750000000,1,0,750,17,UDP
42813,36945,9546.713973,218714,0,2088,17,UDP
38234,15196,9793.529141,213202,0,2088,17,UDP
44349,46215,766000000,1,0,766,17,UDP
59578,26101,13207.44319,108878,0,1438,17,UDP
42223,57359,766000000,1,0,766,17,UDP
56460,45924,13209.5057,108861,0,1438,17,UDP
33688,46897,383000000,2,0,766,17,UDP
50194,3667,802000000,1,0,802,17,UDP
33851,45355,9572.800044,218118,0,2088,17,UDP
35053,35568,750000000,1,0,750,17,UDP
47333,60318,934000000,1,0,934,17,UDP
46718,4169,12802.54952,109197,0,1398,17,UDP
49462,43228,750000000,1,0,750,17,UDP
36554,50827,750000000,1,0,750,17,UDP
38542,31841,12993.04807,107596,0,1398,17,UDP
55157,20850,750000000,1,0,750,17,UDP
37821,27926,802000000,1,0,802,17,UDP
39379,58363,766000000,1,0,766,17,UDP
41391,34540,13599.90921,105736,0,1438,17,UDP
39457,45559,12884.43638,108503,0,1398,17,UDP
54038,28904,13007.43415,107477,0,1398,17,UDP
41206,41243,1000000000,1,0,1000,17,UDP
59387,57253,383000000,2,0,766,17,UDP
44987,2954,13371.28975,107843,0,1442,17,UDP
35558,35303,12940.61019,108032,0,1398,17,UDP
47835,55695,13276.95092,108308,0,1438,17,UDP
38093,18526,13286.39669,108231,0,1438,17,UDP
51464,50403,9991.559014,217984,0,2178,17,UDP
36934,57706,13411.61573,104238,0,1398,17,UDP
46327,15532,772000000,1,0,772,17,UDP
58203,65533,12871.86145,108609,0,1398,17,UDP
51724,3960,802000000,1,0,802,17,UDP
52303,65416,13277.93167,108300,0,1438,17,UDP
34995,13374,13213.23592,105803,0,1398,17,UDP
40365,58108,766000000,1,0,766,17,UDP
57243,8345,15958333.33,48,0,766,17,UDP
51262,25044,802000000,1,0,802,17,UDP
54798,2877,13357.92159,104657,0,1398,17,UDP
33692,21865,766000000,1,0,766,17,UDP
51915,57068,802000000,1,0,802,17,UDP
51924,25565,18086956.52,46,0,832,17,UDP
40032,46561,778000000,1,0,778,17,UDP
58707,1804,766000000,1,0,766,17,UDP
38741,53614,13333.58059,107848,0,1438,17,UDP
43689,19366,13538.83235,106213,0,1438,17,UDP
54620,47514,802000000,1,0,802,17,UDP
56392,58798,16297872.34,47,0,766,17,UDP
49458,6854,9718.996262,214837,0,2088,17,UDP
42984,55472,13183.34754,109077,0,1438,17,UDP
41618,52345,802000000,1,0,802,17,UDP
46086,32889,13195.20275,108979,0,1438,17,UDP
53107,49172,18651162.79,43,0,802,17,UDP
55286,10386,13427.95779,107090,0,1438,17,UDP
50543,5433,12910.3754,108285,0,1398,17,UDP
54641,36830,7365.924311,983176,0,7242,17,UDP
47843,47431,13199.68424,108942,0,1438,17,UDP
50667,29688,13191.69235,109008,0,1438,17,UDP
39483,21848,255333333.3,3,0,766,17,UDP
45824,32529,486000000,2,0,972,17,UDP
58326,8193,13032.04877,107274,0,1398,17,UDP
34263,40978,7344.641363,986025,0,7242,17,UDP
39743,47365,13394.81161,107355,0,1438,17,UDP
52986,12646,766000000,1,0,766,17,UDP
50724,11247,9612.595815,217215,0,2088,17,UDP
36727,40473,9687.881333,215527,0,2088,17,UDP
38168,62473,802000000,1,0,802,17,UDP
55772,52017,802000000,1,0,802,17,UDP
55230,33657,17822222.22,45,0,802,17,UDP
39476,36957,810000000,1,0,810,17,UDP
52190,19846,13313.14459,105009,0,1398,17,UDP
43556,60092,12915.38483,108243,0,1398,17,UDP
51162,39160,97190.52491,50828,0,4940,17,UDP
34203,12630,9422.425191,221599,0,2088,17,UDP
39272,20676,18227272.73,44,0,802,17,UDP
37760,22392,9620.036213,217047,0,2088,17,UDP
43714,37051,802000000,1,0,802,17,UDP
40971,10624,16708333.33,48,0,802,17,UDP
47173,47559,12826.04108,108997,0,1398,17,UDP
60860,40551,802000000,1,0,802,17,UDP
38877,5838,802000000,1,0,802,17,UDP
44512,44968,9676.387853,215783,0,2088,17,UDP
46160,44195,766000000,1,0,766,17,UDP
38258,22104,802000000,1,0,802,17,UDP
35434,49384,750000000,1,0,750,17,UDP
54727,29251,13295.24127,108159,0,1438,17,UDP
56489,17095,13572.42022,103003,0,1398,17,UDP
52801,39446,2543396.226,1060,0,2696,17,UDP
56763,13016,832000000,1,0,832,17,UDP
60175,58970,13225.11068,105708,0,1398,17,UDP
46557,25070,12829.80774,108965,0,1398,17,UDP
44534,60298,9545.841067,218734,0,2088,17,UDP
34134,7473,12901.55871,108359,0,1398,17,UDP
50458,23078,13211.56885,108844,0,1438,17,UDP
34645,29722,750000000,1,0,750,17,UDP
47279,63328,802000000,1,0,802,17,UDP
54439,12058,13008.16034,107471,0,1398,17,UDP
51881,22334,9714.881263,214928,0,2088,17,UDP
50872,28268,802000000,1,0,802,17,UDP
44618,52525,13562.32729,106029,0,1438,17,UDP
59409,26194,13319.62468,107961,0,1438,17,UDP
40890,28146,13441.76482,106980,0,1438,17,UDP
48183,40434,802000000,1,0,802,17,UDP
60998,24660,16708333.33,48,0,802,17,UDP
40032,9543,15957446.81,47,0,750,17,UDP
52787,30807,13269.92625,105351,0,1398,17,UDP
58008,17430,776000000,1,0,776,17,UDP
54121,30938,13343.70567,109265,0,1458,17,UDP
34840,38506,802000000,1,0,802,17,UDP
59563,8326,13380.10477,107473,0,1438,17,UDP
46374,25852,766000000,1,0,766,17,UDP
56882,19394,15632653.06,49,0,766,17,UDP
54748,63883,750000000,1,0,750,17,UDP
49542,39697,9755.596152,214031,0,2088,17,UDP
37353,21555,9585.676575,217825,0,2088,17,UDP
33727,21909,766000000,1,0,766,17,UDP
53791,14288,766000000,1,0,766,17,UDP
60003,47272,9708.873296,215061,0,2088,17,UDP
56554,48703,750000000,1,0,750,17,UDP
37690,49874,766000000,1,0,766,17,UDP
60948,64908,13145.27504,106350,0,1398,17,UDP
40238,1341,766000000,1,0,766,17,UDP
33125,65471,13300.77511,108114,0,1438,17,UDP
46815,36280,750000000,1,0,750,17,UDP
36756,57716,13004.77214,107499,0,1398,17,UDP
52834,29237,802000000,1,0,802,17,UDP
47199,44497,9766.730437,213787,0,2088,17,UDP
45528,52766,13232.62154,105648,0,1398,17,UDP
33275,22140,9672.219237,215876,0,2088,17,UDP
48196,61523,802000000,1,0,802,17,UDP
47730,44167,401000000,2,0,802,17,UDP
33119,3740,750000000,1,0,750,17,UDP
56649,16651,12705.04839,110035,0,1398,17,UDP
59160,10882,750000000,1,0,750,17,UDP
43836,44435,750000000,1,0,750,17,UDP
55036,27786,766000000,1,0,766,17,UDP
39801,38995,17434782.61,46,0,802,17,UDP
55157,16613,766000000,1,0,766,17,UDP
39249,5576,15625000,48,0,750,17,UDP
59494,52281,13145.86609,109388,0,1438,17,UDP
59494,30141,9647.594801,216427,0,2088,17,UDP
37007,56166,642000000,1,0,642,17,UDP
47057,33371,766000000,1,0,766,17,UDP
52437,52448,12849.97334,108794,0,1398,17,UDP
46875,7169,12817.92676,109066,0,1398,17,UDP
59546,7368,13467.82426,106773,0,1438,17,UDP
34069,16330,13417085.43,199,0,2670,17,UDP
42157,48574,766000000,1,0,766,17,UDP
48780,47487,13318.21776,104969,0,1398,17,UDP
49041,35735,12830.51423,108959,0,1398,17,UDP
49521,50929,750000000,1,0,750,17,UDP
39965,64636,766000000,1,0,766,17,UDP
59191,30911,750000000,1,0,750,17,UDP
52299,54306,13187.94193,109039,0,1438,17,UDP
34879,31059,9833.795666,212329,0,2088,17,UDP
45571,61911,13099.70015,106720,0,1398,17,UDP
35846,34235,13208.29238,108871,0,1438,17,UDP
33678,63575,13055.41548,107082,0,1398,17,UDP
58398,25016,766000000,1,0,766,17,UDP
58395,4091,15632653.06,49,0,766,17,UDP
54039,35443,802000000,1,0,802,17,UDP
47269,40126,786000000,1,0,786,17,UDP
36800,8938,9633.573558,216742,0,2088,17,UDP
45647,34100,802000000,1,0,802,17,UDP
37725,45234,15320000,50,0,766,17,UDP
60205,9069,13091.84897,106784,0,1398,17,UDP
50145,2471,776000000,1,0,776,17,UDP
41522,30458,9679.258665,215719,0,2088,17,UDP
44416,59306,13310.13162,108038,0,1438,17,UDP
49005,35282,16367346.94,49,0,802,17,UDP
34591,59706,9697.510136,215313,0,2088,17,UDP
53857,59912,16666666.67,45,0,750,17,UDP
40132,3657,750000000,1,0,750,17,UDP
43887,46407,750000000,1,0,750,17,UDP
56854,7103,802000000,1,0,802,17,UDP
45759,35316,766000000,1,0,766,17,UDP
39864,65381,383000000,2,0,766,17,UDP
44536,2745,13343.47858,107768,0,1438,17,UDP
53156,39251,9664.42953,216050,0,2088,17,UDP
35804,26967,13127.99324,106490,0,1398,17,UDP
36701,17872,13363.69128,107605,0,1438,17,UDP
40852,41758,9750.084052,214152,0,2088,17,UDP
35054,13926,750000000,1,0,750,17,UDP
41514,23689,9545.3174,218746,0,2088,17,UDP
39033,12191,15632653.06,49,0,766,17,UDP
56092,17093,9793.8507,213195,0,2088,17,UDP
42064,10455,766000000,1,0,766,17,UDP
40758,26358,766000000,1,0,766,17,UDP
46629,60574,13548.65456,106136,0,1438,17,UDP
58974,18351,750000000,1,0,750,17,UDP
42454,7957,12841.47484,108866,0,1398,17,UDP
53938,34915,13357.15582,104663,0,1398,17,UDP
45733,61570,17434782.61,46,0,802,17,UDP
60821,51980,766000000,1,0,766,17,UDP
47784,14833,802000000,1,0,802,17,UDP
58129,23588,750000000,1,0,750,17,UDP
55027,30839,7352.493269,984972,0,7242,17,UDP
48110,22776,16652173.91,46,0,766,17,UDP
58338,30535,15632653.06,49,0,766,17,UDP
59975,31586,7335.572564,987244,0,7242,17,UDP
49574,56798,750000000,1,0,750,17,UDP
39247,61399,13628.13575,105517,0,1438,17,UDP
40292,36872,13527.87891,106299,0,1438,17,UDP
48559,36965,13011.06592,107447,0,1398,17,UDP
49021,32006,9691.658583,215443,0,2088,17,UDP
42304,58448,750000000,1,0,750,17,UDP
35249,14714,750000000,1,0,750,17,UDP
51923,42183,13169.46296,109192,0,1438,17,UDP
40271,28479,13313.2123,108013,0,1438,17,UDP
59376,27006,13211.933,108841,0,1438,17,UDP
49119,62445,750000000,1,0,750,17,UDP
34629,53079,802000000,1,0,802,17,UDP
36058,6277,13145.39864,106349,0,1398,17,UDP
52790,43628,15625000,48,0,750,17,UDP
56888,5518,7321.859522,989093,0,7242,17,UDP
47875,46784,13116.1691,106586,0,1398,17,UDP
48171,8680,9564.205685,218314,0,2088,17,UDP
44392,10879,16367346.94,49,0,802,17,UDP
45516,46256,12823.33517,109020,0,1398,17,UDP
34465,52411,375000000,2,0,750,17,UDP
51384,60374,802000000,1,0,802,17,UDP
40947,5167,802000000,1,0,802,17,UDP
59242,26644,23937500,32,0,766,17,UDP
36619,43560,766000000,1,0,766,17,UDP
44295,46251,401000000,2,0,802,17,UDP
40443,63759,766000000,1,0,766,17,UDP
57325,65353,750000000,1,0,750,17,UDP
43049,37216,766000000,1,0,766,17,UDP
58363,50660,13217.98326,105765,0,1398,17,UDP
48509,39930,750000000,1,0,750,17,UDP
52645,58754,13324.06764,107925,0,1438,17,UDP
49581,34092,17434782.61,46,0,802,17,UDP
34839,51091,9624.55922,216945,0,2088,17,UDP
57135,26823,9545.579226,218740,0,2088,17,UDP
48917,25194,14846153.85,52,0,772,17,UDP
52677,6503,13174.65116,109149,0,1438,17,UDP
47661,50340,7325.533053,988597,0,7242,17,UDP
57335,16075,12705.39479,110032,0,1398,17,UDP
58623,22733,13217.27621,108797,0,1438,17,UDP
55675,52492,750000000,1,0,750,17,UDP
37432,8935,13306.80609,108065,0,1438,17,UDP
37719,16207,9626.20097,216908,0,2088,17,UDP
39805,65267,15132075.47,53,0,802,17,UDP
56670,12058,750000000,1,0,750,17,UDP
48649,14380,2042318.307,1087,0,2220,17,UDP
41789,54579,802000000,1,0,802,17,UDP
50451,9320,9799.090487,213081,0,2088,17,UDP
42220,26791,8642.235032,237670,0,2054,17,UDP
39933,22146,13399.55459,107317,0,1438,17,UDP
50237,2603,766000000,1,0,766,17,UDP
60104,2789,766000000,1,0,766,17,UDP
54399,34731,750000000,1,0,750,17,UDP
37620,35497,13083.88473,106849,0,1398,17,UDP
58431,26200,13781.99906,104339,0,1438,17,UDP
34193,43407,13256.1441,108478,0,1438,17,UDP
51773,17879,9695.078633,215367,0,2088,17,UDP
47963,27197,802000000,1,0,802,17,UDP
46801,46177,750000000,1,0,750,17,UDP
44605,34995,13225.98651,105701,0,1398,17,UDP
59039,7588,10409.54109,201738,0,2100,17,UDP
40212,23506,13192.90262,108998,0,1438,17,UDP
60003,1502,802000000,1,0,802,17,UDP
57946,4122,802000000,1,0,802,17,UDP
49765,21040,750000000,1,0,750,17,UDP
60319,22108,13701.11,104955,0,1438,17,UDP
38289,37819,9627.177411,216886,0,2088,17,UDP
49480,24428,766000000,1,0,766,17,UDP
46712,39523,9595.676431,217598,0,2088,17,UDP
49293,48234,802000000,1,0,802,17,UDP
52544,8271,750000000,1,0,750,17,UDP
46800,48355,802000000,1,0,802,17,UDP
60602,43901,13226.15062,108724,0,1438,17,UDP
51226,12654,375000000,2,0,750,17,UDP
52503,5349,15625000,48,0,750,17,UDP
58083,58033,13180.32667,109102,0,1438,17,UDP
60557,58201,9779.767871,213502,0,2088,17,UDP
36522,13096,9624.825412,216939,0,2088,17,UDP
54209,49486,17456953.64,151,0,2636,17,UDP
56872,11148,13469.71656,106758,0,1438,17,UDP
54338,29303,802000000,1,0,802,17,UDP
57703,54233,766000000,1,0,766,17,UDP
38376,16951,12799.50194,109223,0,1398,17,UDP
52000,63627,12934.2647,108085,0,1398,17,UDP
54191,17642,9756.781384,214005,0,2088,17,UDP
36055,46403,12571.37719,111205,0,1398,17,UDP
33081,25784,804000000,1,0,804,17,UDP
48715,39336,9676.970849,215770,0,2088,17,UDP
50993,38396,766000000,1,0,766,17,UDP
40506,6674,13203.92629,108907,0,1438,17,UDP
54486,28210,18046511.63,43,0,776,17,UDP
53417,17614,16782608.7,46,0,772,17,UDP
51371,34692,750000000,1,0,750,17,UDP
59201,57549,750000000,1,0,750,17,UDP
60077,15980,2719148.936,940,0,2556,17,UDP
