FwdPacketLengthMax,Total Length of Fwd Packets,Flow Bytes/s, Protocol, Source Port, ACK Flag Count, Flow Duration, Label
383,766,766000000,17,57103,0,1,UDP
383,766,15632653.06,17,58193,0,49,UDP
393,2088,9553.134737,17,44449,0,218567,UDP
401,802,16367346.94,17,41239,0,49,UDP
389,1438,13286.64221,17,34531,0,108229,UDP
389,1438,13152.96033,17,41389,0,109329,UDP
393,2088,9572.229532,17,59982,0,218131,UDP
369,1398,12952.23977,17,39382,0,107935,UDP
401,802,802000000,17,49580,0,1,UDP
375,750,15957446.81,17,44222,0,47,UDP
401,802,802000000,17,48988,0,1,UDP
383,766,766000000,17,57559,0,1,UDP
393,2088,9790.406527,17,32994,0,213270,UDP
389,1438,13617.68215,17,43610,0,105598,UDP
401,802,18651162.79,17,56198,0,43,UDP
401,802,401000000,17,33613,0,2,UDP
389,1438,13184.91895,17,53531,0,109064,UDP
369,1398,13078.37671,17,44092,0,106894,UDP
369,1398,13149.23155,17,53650,0,106318,UDP
401,802,802000000,17,49710,0,1,UDP
369,1398,13011.30811,17,41957,0,107445,UDP
389,1438,13612.13923,17,33088,0,105641,UDP
389,1438,13678.43316,17,58395,0,105129,UDP
389,1438,13250.76943,17,36553,0,108522,UDP
393,2088,9827.778536,17,34161,0,212459,UDP
408,2178,9281.474127,17,45474,0,234661,UDP
375,750,15957446.81,17,43600,0,47,UDP
383,766,766000000,17,47353,0,1,UDP
369,1398,13186.06691,17,52013,0,106021,UDP
375,750,750000000,17,58096,0,1,UDP
383,766,766000000,17,46523,0,1,UDP
389,1438,13462.02455,17,53577,0,106819,UDP
369,1398,12847.0212,17,40454,0,108819,UDP
389,1438,13562.32729,17,39370,0,106029,UDP
389,1438,13722.42156,17,39930,0,104792,UDP
389,1438,13649.73897,17,49606,0,105350,UDP
401,802,802000000,17,37889,0,1,UDP
375,750,17441860.47,17,43370,0,43,UDP
383,766,15958333.33,17,53773,0,48,UDP
401,802,802000000,17,57606,0,1,UDP
472,2642,52840000,17,39864,0,50,UDP
383,766,766000000,17,52539,0,1,UDP
393,2088,9751.267945,17,52484,0,214126,UDP
389,1438,14032.41703,17,47122,0,102477,UDP
369,1398,12900.48723,17,39530,0,108368,UDP
393,2088,9646.970768,17,38024,0,216441,UDP
401,802,802000000,17,36555,0,1,UDP
389,1438,13212.78277,17,51607,0,108834,UDP
375,750,750000000,17,54414,0,1,UDP
389,1438,13564.75804,17,52177,0,106010,UDP
393,2088,9757.693296,17,41537,0,213985,UDP
401,802,802000000,17,40696,0,1,UDP
393,2088,9692.24342,17,35233,0,215430,UDP
401,7242,7341.477014,17,51479,0,986450,UDP
375,750,15625000,17,34778,0,48,UDP
401,802,802000000,17,50736,0,1,UDP
369,1398,12983.75637,17,60746,0,107673,UDP
369,1398,12994.98048,17,55992,0,107580,UDP
359,718,718000000,17,55455,0,1,UDP
401,802,802000000,17,58552,0,1,UDP
393,2088,9542.438257,17,45644,0,218812,UDP
383,766,766000000,17,60623,0,1,UDP
393,2088,9567.887092,17,49114,0,218230,UDP
401,802,17822222.22,17,41782,0,45,UDP
369,1398,12842.18262,17,46124,0,108860,UDP
375,750,750000000,17,52802,0,1,UDP
393,2088,9686.802659,17,42184,0,215551,UDP
369,1398,13308.58204,17,45588,0,105045,UDP
369,1398,13358.04923,17,34248,0,104656,UDP
389,1438,13459.88244,17,58521,0,106836,UDP
383,766,383000000,17,34120,0,2,UDP
383,766,766000000,17,37908,0,1,UDP
383,766,15958333.33,17,49794,0,48,UDP
369,1398,12849.38281,17,59559,0,108799,UDP
369,1398,13619.75742,17,60594,0,102645,UDP
389,1438,13741.17287,17,53120,0,104649,UDP
369,1398,13284.55362,17,42613,0,105235,UDP
393,2088,9881.217169,17,35804,0,211310,UDP
374,2054,9382.508519,17,42098,0,218918,UDP
393,2088,9638.376247,17,47166,0,216634,UDP
486,972,20250000,17,51484,0,48,UDP
393,2088,9831.38793,17,45048,0,212381,UDP
389,1438,13326.53723,17,47912,0,107905,UDP
389,1438,13450.18847,17,37340,0,106913,UDP
401,802,802000000,17,53510,0,1,UDP
375,750,750000000,17,53191,0,1,UDP
375,750,750000000,17,46646,0,1,UDP
389,1438,13462.02455,17,40930,0,106819,UDP
369,1398,12963.52964,17,33341,0,107841,UDP
401,802,802000000,17,54204,0,1,UDP
393,2088,9546.2775,17,37498,0,218724,UDP
369,1398,12836.99405,17,37821,0,108904,UDP
369,1398,12798.44734,17,51183,0,109232,UDP
393,2088,9661.5228,17,42902,0,216115,UDP
401,802,802000000,17,57882,0,1,UDP
383,766,766000000,17,47257,0,1,UDP
401,802,802000000,17,44421,0,1,UDP
369,1398,13371.20886,17,49005,0,104553,UDP
401,802,802000000,17,47342,0,1,UDP
393,2088,9688.465715,17,59874,0,215514,UDP
369,1398,13145.39864,17,38082,0,106349,UDP
401,802,802000000,17,41522,0,1,UDP
330,660,660000000,17,50555,0,1,UDP
393,2088,9572.93171,17,48198,0,218115,UDP
389,1438,13434.85776,17,41236,0,107035,UDP
485,2672,13162561.58,17,50024,0,203,UDP
389,1438,13605.31345,17,52701,0,105694,UDP
374,2054,8620.7982,17,48313,0,238261,UDP
401,802,802000000,17,37912,0,1,UDP
369,1398,13071.1621,17,54257,0,106953,UDP
401,7242,7343.42742,17,34780,0,986188,UDP
369,1398,12978.4528,17,39666,0,107717,UDP
393,2088,9749.901941,17,38823,0,214156,UDP
389,1438,13412.9279,17,42590,0,107210,UDP
401,802,802000000,17,40349,0,1,UDP
389,1438,13233.81894,17,36967,0,108661,UDP
375,750,750000000,17,42309,0,1,UDP
401,7242,7354.3151,17,35825,0,984728,UDP
369,1398,12867.241,17,44541,0,108648,UDP
369,1398,12955.96085,17,39557,0,107904,UDP
386,772,772000000,17,41329,0,1,UDP
369,1398,12935.10243,17,33711,0,108078,UDP
477,954,19875000,17,37693,0,48,UDP
369,1398,13167.80951,17,54611,0,106168,UDP
401,802,802000000,17,36264,0,1,UDP
375,750,750000000,17,48439,0,1,UDP
375,750,750000000,17,44131,0,1,UDP
383,766,766000000,17,41573,0,1,UDP
375,750,750000000,17,57895,0,1,UDP
369,1398,13021.24568,17,37621,0,107363,UDP
389,1438,13512.7516,17,40298,0,106418,UDP
393,2088,9759.791342,17,53591,0,213939,UDP
383,766,766000000,17,54661,0,1,UDP
369,1398,13066.27536,17,34076,0,106993,UDP
389,1438,13447.42133,17,50274,0,106935,UDP
369,1398,13392.85714,17,52640,0,104384,UDP
383,766,766000000,17,57941,0,1,UDP
375,750,750000000,17,56849,0,1,UDP
487,974,487000000,17,39865,0,2,UDP
369,1398,13193.03544,17,45875,0,105965,UDP
375,750,15625000,17,39782,0,48,UDP
389,1438,13677.78264,17,47000,0,105134,UDP
389,1438,13660.24186,17,44359,0,105269,UDP
489,978,20808510.64,17,43893,0,47,UDP
393,2088,9618.573798,17,41495,0,217080,UDP
408,2178,9898.605197,17,48903,0,220031,UDP
401,802,802000000,17,55648,0,1,UDP
389,1438,13306.80609,17,35008,0,108065,UDP
369,1398,13322.65996,17,49294,0,104934,UDP
389,1438,13424.32248,17,49922,0,107119,UDP
375,750,15306122.45,17,44219,0,49,UDP
401,802,802000000,17,38791,0,1,UDP
369,1398,13111.37163,17,33450,0,106625,UDP
375,750,15000000,17,54253,0,50,UDP
383,766,766000000,17,36645,0,1,UDP
369,1398,13062.61271,17,48075,0,107023,UDP
369,1398,13085.47681,17,57898,0,106836,UDP
369,1398,12844.18842,17,36459,0,108843,UDP
393,2088,9585.808596,17,45381,0,217822,UDP
389,1438,13809.13054,17,39655,0,104134,UDP
401,802,802000000,17,42227,0,1,UDP
393,2088,9543.005224,17,46540,0,218799,UDP
389,1438,13261.52314,17,49569,0,108434,UDP
401,802,802000000,17,45537,0,1,UDP
401,802,802000000,17,56459,0,1,UDP
369,1398,13234.3753,17,53759,0,105634,UDP
376,1402,12875.61531,17,41376,0,108888,UDP
369,1398,12935.94026,17,45664,0,108071,UDP
398,796,796000000,17,36581,0,1,UDP
401,802,802000000,17,29740,0,1,UDP
389,1438,13499.81224,17,42966,0,106520,UDP
401,7242,7325.688667,17,48941,0,988576,UDP
389,1438,13211.20472,17,58056,0,108847,UDP
401,802,802000000,17,45265,0,1,UDP
375,750,750000000,17,54941,0,1,UDP
383,766,766000000,17,60115,0,1,UDP
369,1398,13200.26061,17,39798,0,105907,UDP
393,2088,9736.76234,17,49474,0,214445,UDP
389,1438,13281.48812,17,52975,0,108271,UDP
393,2088,9569.071003,17,58701,0,218203,UDP
383,766,766000000,17,47109,0,1,UDP
390,1442,14596.91461,17,50577,0,98788,UDP
401,802,18227272.73,17,43736,0,44,UDP
383,766,15632653.06,17,36308,0,49,UDP
375,750,750000000,17,36000,0,1,UDP
383,766,766000000,17,46007,0,1,UDP
383,766,17022222.22,17,39312,0,45,UDP
383,766,383000000,17,38374,0,2,UDP
383,766,766000000,17,46939,0,1,UDP
375,750,375000000,17,38107,0,2,UDP
480,960,960000000,17,51868,0,1,UDP
369,1398,12969.30227,17,50984,0,107793,UDP
369,1398,12790.25086,17,34316,0,109302,UDP
383,766,766000000,17,46512,0,1,UDP
389,1438,13309.88523,17,42469,0,108040,UDP
401,7242,7349.777132,17,38368,0,985336,UDP
369,1398,12888.7127,17,33322,0,108467,UDP
389,1438,13311.61017,17,52211,0,108026,UDP
389,1438,13134.2193,17,51288,0,109485,UDP
401,802,15725490.2,17,50811,0,51,UDP
383,766,766000000,17,57826,0,1,UDP
389,1438,13577.69406,17,47356,0,105909,UDP
383,766,766000000,17,41766,0,1,UDP
375,750,15625000,17,43443,0,48,UDP
383,766,766000000,17,39681,0,1,UDP
383,766,766000000,17,52262,0,1,UDP
389,1438,13486.2652,17,47572,0,106627,UDP
375,750,750000000,17,40753,0,1,UDP
389,1438,13725.30304,17,43438,0,104770,UDP
369,1398,13255.95949,17,43199,0,105462,UDP
393,2088,9811.107979,17,39525,0,212820,UDP
369,1398,13260.36025,17,60535,0,105427,UDP
383,766,15632653.06,17,60512,0,49,UDP
369,1398,13263.25377,17,55208,0,105404,UDP
393,1446,13179.96208,17,44948,0,109712,UDP
389,1438,13300.77511,17,45190,0,108114,UDP
393,2088,9630.951887,17,50557,0,216801,UDP
401,802,802000000,17,53088,0,1,UDP
389,1438,13257.61068,17,43714,0,108466,UDP
369,1398,13241.39499,17,37186,0,105578,UDP
501,1002,501000000,17,51835,0,2,UDP
393,2088,9591.400813,17,48911,0,217695,UDP
393,2088,9546.975877,17,51021,0,218708,UDP
401,802,17063829.79,17,47483,0,47,UDP
393,2088,9838.568319,17,43973,0,212226,UDP
393,2088,9569.816579,17,36706,0,218186,UDP
369,1398,12815.69418,17,49426,0,109085,UDP
375,750,750000000,17,47059,0,1,UDP
388,776,776000000,17,52611,0,1,UDP
401,802,802000000,17,44456,0,1,UDP
375,750,750000000,17,45931,0,1,UDP
401,802,802000000,17,34490,0,1,UDP
375,750,15625000,17,45966,0,48,UDP
383,766,766000000,17,58176,0,1,UDP
383,766,15958333.33,17,52287,0,48,UDP
375,750,750000000,17,60928,0,1,UDP
442,884,884000000,17,61850,0,1,UDP
401,802,401000000,17,43020,0,2,UDP
484,968,484000000,17,57839,0,2,UDP
389,1438,13580.38682,17,43067,0,105888,UDP
369,1398,12861.44052,17,58240,0,108697,UDP
383,766,766000000,17,47943,0,1,UDP
369,1398,12838.4087,17,51258,0,108892,UDP
389,1438,13409.42576,17,57585,0,107238,UDP
369,1398,13028.76954,17,37758,0,107301,UDP
369,1398,12818.74948,17,42231,0,109059,UDP
369,1398,12826.39411,17,54474,0,108994,UDP
393,2088,9722.480909,17,51945,0,214760,UDP
375,750,750000000,17,39461,0,1,UDP
401,5940,7709.359734,17,54862,0,770492,UDP
389,1438,13329.62551,17,46385,0,107880,UDP
375,750,750000000,17,59326,0,1,UDP
369,1398,12749.19292,17,52287,0,109654,UDP
393,2088,9636.685866,17,51016,0,216672,UDP
393,2088,9662.506421,17,36826,0,216093,UDP
408,2178,9958.756664,17,56432,0,218702,UDP
383,766,766000000,17,58331,0,1,UDP
375,750,750000000,17,39534,0,1,UDP
383,766,766000000,17,37622,0,1,UDP
393,2088,9629.53056,17,49265,0,216833,UDP
369,1398,13085.23185,17,40715,0,106838,UDP
393,2088,9571.351953,17,54951,0,218151,UDP
472,2642,41936507.94,17,60886,0,63,UDP
393,2088,9691.388681,17,49959,0,215449,UDP
389,1438,13753.26377,17,35733,0,104557,UDP
393,2088,9734.40188,17,33578,0,214497,UDP
393,2088,9739.623662,17,54719,0,214382,UDP
383,766,766000000,17,40818,0,1,UDP
401,802,401000000,17,50427,0,2,UDP
375,750,750000000,17,38525,0,1,UDP
331,1306,11467.60796,17,38430,0,113886,UDP
483,2660,387755.102,17,52299,0,6860,UDP
389,1438,13152.71972,17,54561,0,109331,UDP
401,802,401000000,17,37351,0,2,UDP
389,1438,13287.25606,17,55768,0,108224,UDP
393,2088,9715.514113,17,33391,0,214914,UDP
369,1398,13391.57423,17,39289,0,104394,UDP
369,1398,13030.83405,17,56400,0,107284,UDP
393,2088,9635.351773,17,36470,0,216702,UDP
393,2088,9783.983881,17,40255,0,213410,UDP
393,2088,9747.307586,17,40955,0,214213,UDP
393,2088,9654.062751,17,59221,0,216282,UDP
386,772,386000000,17,35296,0,2,UDP
369,1398,13054.19639,17,57360,0,107092,UDP
401,7242,7332.267546,17,60925,0,987689,UDP
383,766,766000000,17,44672,0,1,UDP
401,802,17822222.22,17,46226,0,45,UDP
401,802,401000000,17,36952,0,2,UDP
383,766,766000000,17,41391,0,1,UDP
475,1782,17662.626,17,41574,0,100891,UDP
369,1398,12832.39859,17,53067,0,108943,UDP
393,2088,9860.871044,17,51098,0,211746,UDP
388,776,776000000,17,45981,0,1,UDP
369,1398,12838.99823,17,44446,0,108887,UDP
389,1438,13243.44735,17,35003,0,108582,UDP
391,782,782000000,17,40328,0,1,UDP
383,766,383000000,17,41337,0,2,UDP
408,2178,10415.07269,17,60878,0,209120,UDP
393,2088,9841.860904,17,58823,0,212155,UDP
401,802,18651162.79,17,57383,0,43,UDP
401,802,802000000,17,38773,0,1,UDP
375,750,375000000,17,42265,0,2,UDP
401,802,802000000,17,43630,0,1,UDP
393,2088,9548.329271,17,36377,0,218677,UDP
401,802,802000000,17,32868,0,1,UDP
384,1458,16297.05803,17,33442,0,89464,UDP
393,2088,9556.282752,17,51828,0,218495,UDP
369,1398,12841.35689,17,34716,0,108867,UDP
393,2088,9804.013635,17,45081,0,212974,UDP
383,766,15958333.33,17,41395,0,48,UDP
389,1438,13580.77159,17,35712,0,105885,UDP
401,802,802000000,17,59924,0,1,UDP
393,2088,9702.376804,17,34837,0,215205,UDP
375,750,750000000,17,49883,0,1,UDP
389,1438,13448.55321,17,49240,0,106926,UDP
375,750,375000000,17,45318,0,2,UDP
393,2088,9537.338589,17,53166,0,218929,UDP
393,2088,9544.750159,17,41646,0,218759,UDP
401,802,802000000,17,49365,0,1,UDP
393,2088,9836.111909,17,48577,0,212279,UDP
393,2088,9609.366371,17,58171,0,217288,UDP
389,1438,13317.65098,17,35801,0,107977,UDP
389,1438,13208.65635,17,44261,0,108868,UDP
383,766,766000000,17,53883,0,1,UDP
401,802,802000000,17,44945,0,1,UDP
375,750,750000000,17,44774,0,1,UDP
375,750,750000000,17,48974,0,1,UDP
389,1438,13190.48231,17,40633,0,109018,UDP
389,1438,13326.53723,17,33309,0,107905,UDP
369,1398,13210.48901,17,41384,0,105825,UDP
383,766,766000000,17,46810,0,1,UDP
383,766,766000000,17,44105,0,1,UDP
383,766,16652173.91,17,36797,0,46,UDP
375,750,750000000,17,57607,0,1,UDP
375,750,750000000,17,46639,0,1,UDP
401,802,17434782.61,17,42433,0,46,UDP
401,802,18651162.79,17,42236,0,43,UDP
394,788,788000000,17,50337,0,1,UDP
401,802,802000000,17,37086,0,1,UDP
401,802,16708333.33,17,46415,0,48,UDP
369,1398,12965.45328,17,33250,0,107825,UDP
401,802,802000000,17,58493,0,1,UDP
471,1806,602000000,17,45536,0,3,UDP
389,1438,13659.07407,17,42614,0,105278,UDP
401,802,802000000,17,46125,0,1,UDP
389,1438,13515.9268,17,60803,0,106393,UDP
401,802,802000000,17,36908,0,1,UDP
401,802,401000000,17,52594,0,2,UDP
389,1438,13191.93439,17,37665,0,109006,UDP
401,802,401000000,17,58514,0,2,UDP
369,1398,13233.49836,17,53178,0,105641,UDP
393,2088,9692.018474,17,51009,0,215435,UDP
557,1114,557000000,17,61850,0,2,UDP
383,766,766000000,17,33407,0,1,UDP
389,1438,13528.89708,17,41335,0,106291,UDP
389,1438,13287.6244,17,54360,0,108221,UDP
393,2088,9741.623044,17,55313,0,214338,UDP
369,1398,13029.61955,17,46328,0,107294,UDP
401,802,401000000,17,38698,0,2,UDP
346,4940,275808.1626,17,43640,0,17911,UDP
383,766,766000000,17,41051,0,1,UDP
393,2088,9832.128646,17,45175,0,212365,UDP
383,766,15632653.06,17,50568,0,49,UDP
401,802,802000000,17,47785,0,1,UDP
393,2088,9696.609437,17,42686,0,215333,UDP
369,1398,13321.5174,17,48029,0,104943,UDP
386,772,772000000,17,59281,0,1,UDP
401,802,802000000,17,46327,0,1,UDP
404,1498,14990.34334,17,36962,0,99931,UDP
369,1398,12859.54762,17,40618,0,108713,UDP
383,766,766000000,17,33492,0,1,UDP
393,2088,9668.457122,17,49669,0,215960,UDP
369,1398,13360.21942,17,35463,0,104639,UDP
369,1398,13221.98368,17,37188,0,105733,UDP
401,802,16708333.33,17,36442,0,48,UDP
389,1438,13148.27006,17,33379,0,109368,UDP
393,2088,9551.517813,17,54625,0,218604,UDP
401,7242,7320.697498,17,59237,0,989250,UDP
375,750,750000000,17,59926,0,1,UDP
369,1398,13123.55669,17,53403,0,106526,UDP
401,802,401000000,17,58673,0,2,UDP
393,2088,9712.215157,17,58648,0,214987,UDP
383,766,766000000,17,58321,0,1,UDP
383,766,766000000,17,59512,0,1,UDP
375,750,750000000,17,60593,0,1,UDP
389,1438,13390.32135,17,51088,0,107391,UDP
383,766,383000000,17,38804,0,2,UDP
389,1438,13197.86705,17,52019,0,108957,UDP
393,2088,9555.320639,17,33072,0,218517,UDP
389,1438,13496.01126,17,56657,0,106550,UDP
393,2088,9721.620829,17,33013,0,214779,UDP
369,1398,12844.77848,17,43898,0,108838,UDP
371,1988,9071.412275,17,36654,0,219150,UDP
389,1438,13754.57928,17,32884,0,104547,UDP
401,802,802000000,17,40998,0,1,UDP
393,2088,9679.034322,17,45409,0,215724,UDP
383,766,766000000,17,52110,0,1,UDP
503,1006,19725490.2,17,46922,0,51,UDP
375,750,375000000,17,42177,0,2,UDP
401,802,802000000,17,38938,0,1,UDP
393,2088,9634.01805,17,43517,0,216732,UDP
383,766,766000000,17,51863,0,1,UDP
383,766,766000000,17,33286,0,1,UDP
383,766,383000000,17,55117,0,2,UDP
393,2088,9776.104728,17,54900,0,213582,UDP
389,1438,13344.0977,17,43108,0,107763,UDP
330,660,330000000,17,49382,0,2,UDP
369,1398,13044.69534,17,59014,0,107170,UDP
375,750,750000000,17,58655,0,1,UDP
393,2088,9538.602101,17,53762,0,218900,UDP
375,750,750000000,17,36737,0,1,UDP
389,1438,13694.06432,17,59668,0,105009,UDP
369,1398,12891.08966,17,40036,0,108447,UDP
401,2136,9821.547629,17,60869,0,217481,UDP
383,766,766000000,17,49904,0,1,UDP
389,1438,13697.32531,17,35043,0,104984,UDP
369,1398,13255.33105,17,41986,0,105467,UDP
389,1438,13593.9952,17,41356,0,105782,UDP
389,1438,13582.56746,17,37968,0,105871,UDP
369,1398,12858.71965,17,58137,0,108720,UDP
393,2088,9562.409837,17,41204,0,218355,UDP
393,2088,9554.970827,17,48734,0,218525,UDP
383,766,766000000,17,50472,0,1,UDP
401,802,802000000,17,34513,0,1,UDP
393,2088,9680.515181,17,51973,0,215691,UDP
393,2088,9809.540812,17,35004,0,212854,UDP
401,802,802000000,17,51567,0,1,UDP
348,4972,539262.4729,17,52226,0,9220,UDP
369,1398,13087.31429,17,37032,0,106821,UDP
375,750,750000000,17,38732,0,1,UDP
401,802,17063829.79,17,48819,0,47,UDP
369,1398,13086.94675,17,53221,0,106824,UDP
369,1398,12904.89334,17,59394,0,108331,UDP
393,2088,9765.177415,17,40690,0,213821,UDP
375,750,250000000,17,47910,0,3,UDP
369,1398,12833.22318,17,38098,0,108936,UDP
383,766,15632653.06,17,59825,0,49,UDP
375,750,750000000,17,42322,0,1,UDP
383,766,15958333.33,17,48497,0,48,UDP
393,2088,9829.768002,17,46059,0,212416,UDP
383,766,16652173.91,17,60721,0,46,UDP
375,750,16304347.83,17,42392,0,46,UDP
348,4972,769421.2318,17,49778,0,6462,UDP
384,1458,18175.47184,17,41051,0,80218,UDP
389,1438,13233.69715,17,55358,0,108662,UDP
369,1398,13077.64266,17,44837,0,106900,UDP
389,1438,13177.66944,17,51430,0,109124,UDP
369,1398,12802.90126,17,48390,0,109194,UDP
369,1398,13254.32567,17,60998,0,105475,UDP
369,1398,12940.13107,17,45335,0,108036,UDP
401,802,401000000,17,58901,0,2,UDP
369,1398,12825.09977,17,46351,0,109005,UDP
389,1438,13331.35557,17,33116,0,107866,UDP
389,1438,13144.54428,17,58516,0,109399,UDP
383,766,766000000,17,60343,0,1,UDP
383,766,15019607.84,17,35794,0,51,UDP
369,1398,12817.69172,17,38875,0,109068,UDP
389,1438,13576.02764,17,44009,0,105922,UDP
389,1438,13221.28646,17,52040,0,108764,UDP
369,1398,12852.33604,17,51566,0,108774,UDP
393,2088,9790.49834,17,40859,0,213268,UDP
369,1398,13397.86286,17,51568,0,104345,UDP
389,1438,13601.0669,17,52471,0,105727,UDP
369,1398,12967.97892,17,58565,0,107804,UDP
369,1398,12860.25739,17,51690,0,108707,UDP
389,1438,13445.66102,17,45188,0,106949,UDP
401,802,401000000,17,38895,0,2,UDP
383,766,766000000,17,36728,0,1,UDP
389,1438,13175.85831,17,43546,0,109139,UDP
393,2088,9858.543126,17,40716,0,211796,UDP
401,802,802000000,17,51981,0,1,UDP
401,802,802000000,17,57560,0,1,UDP
401,802,802000000,17,52080,0,1,UDP
375,750,750000000,17,46625,0,1,UDP
383,766,15958333.33,17,60411,0,48,UDP
375,750,750000000,17,51559,0,1,UDP
386,772,772000000,17,38163,0,1,UDP
375,750,750000000,17,44256,0,1,UDP
369,1398,13142.30921,17,39576,0,106374,UDP
401,802,802000000,17,54684,0,1,UDP
375,750,750000000,17,57728,0,1,UDP
393,2088,9779.538844,17,52144,0,213507,UDP
375,750,17857142.86,17,51933,0,42,UDP
375,750,750000000,17,52543,0,1,UDP
401,802,802000000,17,59433,0,1,UDP
383,766,766000000,17,49974,0,1,UDP
383,766,18238095.24,17,53502,0,42,UDP
389,1438,13455.72617,17,44277,0,106869,UDP
369,1398,12857.65527,17,43694,0,108729,UDP
426,2556,2362292.052,17,52036,0,1082,UDP
369,1398,12820.86555,17,42750,0,109041,UDP
369,1398,12845.84072,17,38504,0,108829,UDP
369,1398,13143.91553,17,48972,0,106361,UDP
393,2088,9825.18881,17,59083,0,212515,UDP
383,766,15958333.33,17,51880,0,48,UDP
383,766,766000000,17,60135,0,1,UDP
389,1438,13631.49463,17,46764,0,105491,UDP
389,1438,13300.28302,17,60188,0,108118,UDP
383,766,766000000,17,36162,0,1,UDP
389,1438,13578.3351,17,53118,0,105904,UDP
375,750,750000000,17,44471,0,1,UDP
383,766,15958333.33,17,59685,0,48,UDP
393,2088,9632.951337,17,58553,0,216756,UDP
369,1398,13230.24218,17,60013,0,105667,UDP
383,766,766000000,17,58268,0,1,UDP
383,766,16297872.34,17,54097,0,47,UDP
389,1438,13446.54112,17,43247,0,106942,UDP
384,768,768000000,17,41681,0,1,UDP
375,750,750000000,17,52956,0,1,UDP
375,750,750000000,17,37475,0,1,UDP
393,2088,9650.93921,17,37533,0,216352,UDP
393,2088,9812.998463,17,47452,0,212779,UDP
383,766,766000000,17,46615,0,1,UDP
393,1446,13114.69463,17,57657,0,110258,UDP
393,2088,9690.803947,17,35868,0,215462,UDP
401,802,802000000,17,36702,0,1,UDP
375,750,750000000,17,60881,0,1,UDP
389,1438,13176.70344,17,60494,0,109132,UDP
503,1006,335333333.3,17,46993,0,3,UDP
393,2088,9700.213237,17,56563,0,215253,UDP
375,750,750000000,17,49293,0,1,UDP
389,1438,13339.64137,17,36382,0,107799,UDP
482,2654,25519230.77,17,43740,0,104,UDP
393,2088,9753.044323,17,57109,0,214087,UDP
389,1438,13241.86196,17,57428,0,108595,UDP
401,802,16708333.33,17,52063,0,48,UDP
404,1498,13640.25423,17,35690,0,109822,UDP
393,2088,9637.797892,17,35851,0,216647,UDP
401,802,802000000,17,58706,0,1,UDP
375,750,750000000,17,50116,0,1,UDP
383,766,766000000,17,33529,0,1,UDP
393,2088,9681.098675,17,36026,0,215678,UDP
393,2088,9604.327467,17,40375,0,217402,UDP
383,766,766000000,17,52970,0,1,UDP
389,1438,13440.75971,17,53742,0,106988,UDP
386,772,772000000,17,34424,0,1,UDP
375,750,750000000,17,33902,0,1,UDP
335,670,670000000,17,47042,0,1,UDP
375,750,750000000,17,37101,0,1,UDP
375,750,750000000,17,60215,0,1,UDP
369,1398,12841.71076,17,39791,0,108864,UDP
401,802,802000000,17,35408,0,1,UDP
321,642,14590909.09,17,60161,0,44,UDP
393,2088,9561.227574,17,55496,0,218382,UDP
477,954,477000000,17,37935,0,2,UDP
389,1438,13185.40253,17,52129,0,109060,UDP
401,7242,7320.645697,17,48395,0,989257,UDP
393,2088,9646.614214,17,43760,0,216449,UDP
393,2088,9570.825484,17,58519,0,218163,UDP
393,2088,9552.522863,17,38210,0,218581,UDP
473,2648,52960000,17,35424,0,50,UDP
369,1398,12830.51423,17,51090,0,108959,UDP
383,766,766000000,17,33508,0,1,UDP
389,1438,13154.88551,17,53607,0,109313,UDP
401,802,17434782.61,17,46016,0,46,UDP
374,2244,2012556.054,17,46295,0,1115,UDP
393,2088,9768.421053,17,54216,0,213750,UDP
401,802,802000000,17,38565,0,1,UDP
401,7242,7351.754341,17,59067,0,985071,UDP
389,1438,13373.01218,17,41974,0,107530,UDP
389,1438,13626.06957,17,57825,0,105533,UDP
389,1438,11240.52216,17,33483,0,127930,UDP
401,802,16708333.33,17,49326,0,48,UDP
375,750,750000000,17,48840,0,1,UDP
383,766,766000000,17,35970,0,1,UDP
375,750,750000000,17,59919,0,1,UDP
389,1438,13256.63293,17,41884,0,108474,UDP
369,1398,12951.51981,17,48285,0,107941,UDP
383,766,15632653.06,17,45982,0,49,UDP
401,7242,7336.95487,17,37279,0,987058,UDP
401,802,16708333.33,17,39319,0,48,UDP
375,750,750000000,17,51804,0,1,UDP
383,766,766000000,17,36524,0,1,UDP
401,802,802000000,17,52344,0,1,UDP
393,2088,9618.263645,17,53485,0,217087,UDP
401,802,802000000,17,34782,0,1,UDP
393,2088,9571.702965,17,44411,0,218143,UDP
393,2088,9909.401117,17,52222,0,210709,UDP
389,1438,13284.06467,17,50859,0,108250,UDP
393,2088,9679.797132,17,59647,0,215707,UDP
375,750,750000000,17,50763,0,1,UDP
401,802,802000000,17,39661,0,1,UDP
383,766,766000000,17,59473,0,1,UDP
401,802,802000000,17,45530,0,1,UDP
401,802,802000000,17,38141,0,1,UDP
389,1438,13381.22534,17,40038,0,107464,UDP
374,2244,3468315.301,17,35563,0,647,UDP
383,766,153200000,17,49529,0,5,UDP
375,750,375000000,17,41913,0,2,UDP
375,750,750000000,17,51521,0,1,UDP
369,1398,13403.25782,17,39110,0,104303,UDP
389,1438,13557.08494,17,41076,0,106070,UDP
401,802,802000000,17,35244,0,1,UDP
389,1438,13126.90559,17,48799,0,109546,UDP
375,750,750000000,17,45915,0,1,UDP
375,750,750000000,17,38213,0,1,UDP
